,TodaysTemp,TomorrowsTemp
0,-3.141592653589793,-0.7155431727703094
1,-3.0781261353354537,-1.553204859508691
2,-3.0146596170811146,-0.7169160562631252
3,-2.951193098826775,-1.362719893449337
4,-2.887726580572436,-1.097101704168664
5,-2.8242600623180967,-1.300434302975363
6,-2.7607935440637577,-1.5794325990228648
7,-2.697327025809418,-1.0610127967405623
8,-2.633860507555079,-1.1084213250365373
9,-2.5703939893007397,-1.336842474832772
10,-2.5069274710464007,-1.8453082238884189
11,-2.443460952792061,-1.6247758252528102
12,-2.379994434537722,-1.340535619842095
13,-2.3165279162833827,-1.8071098444772444
14,-2.2530613980290433,-1.3837121689158425
15,-2.1895948797747042,-1.4256361514325442
16,-2.126128361520365,-1.129877708967073
17,-2.0626618432660258,-1.6052907639145546
18,-1.9991953250116865,-1.479151509823609
19,-1.9357288067573473,-1.3109375210384944
20,-1.872262288503008,-1.0562226206156033
21,-1.8087957702486688,-1.795229224937886
22,-1.7453292519943295,-1.3000115385072482
23,-1.6818627337399903,-1.399071654538291
24,-1.6183962154856508,-1.5448093277148272
25,-1.5549296972313116,-1.5481117871734265
26,-1.4914631789769723,-1.2105754562322208
27,-1.427996660722633,-1.2058775398854484
28,-1.3645301424682938,-1.5780376175240063
29,-1.3010636242139546,-1.4679870305603049
30,-1.2375971059596154,-0.9472666293039109
31,-1.1741305877052761,-1.0519727162835588
32,-1.1106640694509369,-1.2318460186891969
33,-1.0471975511965974,-1.2875238161425702
34,-0.9837310329422584,-1.2631832496639306
35,-0.9202645146879189,-0.7564484526819184
36,-0.8567979964335799,-0.42984228311048556
37,-0.7933314781792404,-0.9525350368002992
38,-0.7298649599249014,-0.9544459629720602
39,-0.666398441670562,-0.39357898436121175
40,-0.6029319234162229,-0.7745382002995287
41,-0.5394654051618835,-0.08554573408777111
42,-0.47599888690754444,-0.40990200937657284
43,-0.412532368653205,-0.41327998396393073
44,-0.34906585039886595,0.19548416250406153
45,-0.2855993321445265,0.4285384144560014
46,-0.22213281389018746,0.49558208330352527
47,-0.158666295635848,0.5363811401825758
48,-0.09519977738150853,0.02663353382256023
49,-0.03173325912716951,0.07426521803094503
50,0.031733259127169955,1.0284781184894924
51,0.09519977738150898,0.852522432128922
52,0.15866629563584844,0.4187415349912853
53,0.22213281389018746,0.9393808573226284
54,0.28559933214452693,0.6952357024605728
55,0.34906585039886595,1.1221704139487803
56,0.4125323686532054,0.7720084609808682
57,0.47599888690754444,0.8663657065242258
58,0.5394654051618839,1.3708399104830147
59,0.6029319234162229,1.4591916288233673
60,0.6663984416705624,1.8319425141996044
61,0.7298649599249014,1.4231841768279638
62,0.7933314781792409,2.0860499468298745
63,0.8567979964335799,1.2972364657979483
64,0.9202645146879194,1.3181888118505245
65,0.9837310329422584,1.9860139003776027
66,1.0471975511965983,1.4995650919270072
67,1.1106640694509373,1.46738038052179
68,1.1741305877052763,2.418697124241595
69,1.2375971059596154,1.8017864052806027
70,1.3010636242139553,2.3045896034437683
71,1.3645301424682943,2.2014503806603436
72,1.4279966607226333,2.401518115025599
73,1.4914631789769723,1.7929289625125557
74,1.5549296972313122,2.7192643747741774
75,1.6183962154856513,1.9930612894148672
76,1.6818627337399903,2.5973184110273326
77,1.7453292519943293,2.285498636388143
78,1.8087957702486692,2.3437077741602286
79,1.8722622885030082,2.7095277751086564
80,1.9357288067573473,2.8448147075539447
81,1.9991953250116872,2.217184116168333
82,2.062661843266026,2.7154227197407086
83,2.126128361520365,2.723138550491149
84,2.1895948797747042,2.3072535359460713
85,2.253061398029044,2.5705732585661307
86,2.316527916283383,2.4332538689362746
87,2.379994434537722,2.835023261868186
88,2.443460952792061,2.160029680169521
89,2.506927471046401,2.295368179199886
90,2.57039398930074,2.4057142406750582
91,2.633860507555079,1.9950892708406371
92,2.697327025809418,2.556030386344971
93,2.760793544063758,2.4867168496669243
94,2.824260062318097,2.4501079968797965
95,2.887726580572436,2.5509430402616147
96,2.951193098826776,1.8868391116647856
97,3.014659617081115,2.1322264533491255
98,3.078126135335454,2.3903633493099967
99,3.141592653589793,2.1996727971183114
